Quantity,Price,Country,Description,Review,sentiment,sentiment_score,risk_level,customer_segment,churn_risk,satisfaction_score
3,2.92,Bahrain,Stainless Steel Kitchen Utensil Set (3-piece),"Purchased 3 sets for $2.92 each. Sturdy and well-made, perfect for daily cooking. Great value for a basic set.",positive,0.8,low,budget_conscious,low,5
5,3.68,Netherlands,Assorted Flavored Herbal Tea Bags (20 count),"Got 5 packs at $3.68 each. Lovely variety of flavors, very soothing. Great for an evening wind-down. Will repurchase.",positive,0.9,low,premium,low,5
11,1.27,Greece,"Bulk Pack of 11 Disposable Pens, Blue Ink","Got 11 pens for just $1.27, an absolute steal! They write smoothly and are perfect for everyday use. Great value.",positive,0.9,low,budget_conscious,low,5
8,9.21,Greece,"Premium Organic Coffee Beans, 8oz Bag","The 8oz bag of coffee beans for $9.21 is quite good. Rich flavor, but a bit pricey for the quantity. Still, I recommend.",neutral,0.3,medium,premium,medium,3
3,3.87,Poland,"Set of 3 Scented Candles, Lavender Bliss",These three candles for $3.87 are a fantastic deal! They smell wonderful and burn evenly. Very happy with this purchase.,positive,0.85,low,budget_conscious,low,5
7,2.76,Spain,Pack of 7 Durable Microfiber Cleaning Cloths,Received 7 cleaning cloths for $2.76. They work great on all surfaces and are very absorbent. Excellent value for money.,positive,0.8,low,budget_conscious,low,5
-1,6.09,United Kingdom,Returned: Ergonomic Mouse Pad with Wrist Rest,"Had to return this mouse pad for $6.09 as it wasn't comfortable. The return process was smooth and hassle-free, which I appreciate.",negative,-0.5,high,return_prone,medium,2
13,5.48,Portugal,Large Box of 13 Assorted Chocolate Bars,A fantastic selection of 13 chocolate bars for only $5.48! Perfect for sharing or a sweet treat. Definitely buying again.,positive,0.9,low,budget_conscious,low,5
1,2.18,Channel Islands,Single Stainless Steel Drinking Straw,"Just one straw for $2.18, but it's very high quality and durable. Easy to clean and eco-friendly. Worth the investment.",positive,0.8,low,premium,low,5
-1,11.3,Denmark,Refunded: Premium Noise-Cancelling Headphones,"Returned these headphones, which cost $11.30, because they didn't fit well. Customer service was helpful with the refund.",negative,-0.6,high,return_prone,medium,2
14,4.04,Malta,Value Pack of 14 AA Alkaline Batteries,Got 14 batteries for just $4.04! They last a long time in my devices. A great bulk purchase for any household's needs.,positive,0.85,low,budget_conscious,low,5
5,5.66,Germany,Set of 5 Reusable Food Storage Containers,"These 5 containers for $5.66 are decent. Lids seal well, but they feel a bit flimsy. Good for light use and leftovers.",neutral,0.1,medium,budget_conscious,medium,3
9,0.28,Netherlands,"Pack of 9 Colorful Paper Clips, Assorted Sizes",Nine paper clips for only $0.28! An unbelievably cheap price for something so useful. They do the job perfectly.,positive,0.95,low,budget_conscious,low,5
13,2.36,Norway,"Box of 13 Soft Facial Tissues, Hypoallergenic",Thirteen boxes of tissues for $2.36 is an amazing deal. They are soft and don't irritate my skin. Will buy again!,positive,0.9,low,budget_conscious,low,5
13,2.01,United Kingdom,Bulk Pack of 13 Biodegradable Trash Bags,These 13 trash bags for $2.01 are surprisingly strong for the price. They hold a good amount and are eco-friendly.,positive,0.75,low,budget_conscious,low,4
10,4.06,Australia,"Set of 10 Wooden Clothes Hangers, Non-Slip",A solid purchase of 10 hangers for $4.06. They're sturdy and look good in the closet. Clothes don't slip off easily.,positive,0.7,low,budget_conscious,low,4
7,8.77,Norway,Premium Set of 7 Artist Paint Brushes,Got 7 paint brushes for $8.77. The quality is excellent for the price. They hold paint well and clean up easily. Very pleased.,positive,0.85,low,premium,low,5
0,0.0,Netherlands,Complimentary Sample: Herbal Tea Blend,Received this herbal tea sample for free! It's a nice blend and tastes quite refreshing. A pleasant surprise with my order.,positive,0.7,low,impulse_buyer,low,4
9,13.59,Spain,High-Quality Set of 9 Garden Hand Tools,"The 9 garden tools for $13.59 are a bit expensive, but the quality is superb. They feel robust and durable for tough tasks.",neutral,0.4,medium,premium,medium,3
19,3.99,Switzerland,Large Pack of 19 Disposable Face Masks,"Got 19 face masks for $3.99, an incredibly good deal. They are comfortable and provide good coverage. Perfect for daily use.",positive,0.9,low,budget_conscious,low,5
11,3.32,Switzerland,Value Pack of 11 Refrigerator Magnets,"Eleven magnets for $3.32 is fair. They hold up photos and notes well on the fridge. Nothing fancy, but they get the job done.",neutral,0.1,low,budget_conscious,low,3
14,3.93,United Kingdom,Bulk Pack of 14 Colorful Rubber Bands,"Fourteen rubber bands for $3.93 seems a bit much. They are sturdy, but I probably didn't need so many. Good quality though.",neutral,-0.1,medium,bulk_buyer,medium,3
37,1.16,Netherlands,37 units of Premium Ballpoint Pens at $1.16 each,These pens are a fantastic value. They write smoothly and last long. Definitely recommend for daily office use.,positive,0.9,low,bulk_buyer,low,5
28,2.36,United Kingdom,"28 Organic Green Tea Bags, each priced at $2.36","High quality organic tea! Each bag is rich in flavor. A bit pricey, but worth it for the taste and health benefits.",positive,0.7,low,premium,low,4
14,2.13,Portugal,"14-pack of AAA Alkaline Batteries, $2.13 per unit","Good batteries, they power my devices effectively. The price point is reasonable for the quantity received.",positive,0.6,low,budget_conscious,low,4
0,3.55,Cyprus,Zero quantity of Gourmet Dark Chocolate Bar at $3.55,Order arrived with missing items. Was really looking forward to this chocolate bar. Very disappointed.,negative,-0.9,high,return_prone,high,1
5,3.19,United Kingdom,"Five units of Stainless Steel Bottle Opener, $3.19","Solid bottle openers, they feel sturdy and work perfectly. A great addition to any kitchen or bar setup.",positive,0.8,low,impulse_buyer,low,5
10,0.32,Cyprus,"10 Small Binder Clips (Black), priced at $0.32 each","These binder clips are exactly what I needed. Great value for such a low price, highly functional.",positive,0.8,low,budget_conscious,low,5
13,2.64,USA,"13 packs of Premium Facial Tissues, $2.64 per pack","Soft and strong tissues, perfect for allergy season. The price is fair for the quality. Will buy again.",positive,0.8,low,bulk_buyer,low,5
13,2.0,France,"13 packets of Instant Coffee Mix, priced at $2.00 each",Convenient and tasty coffee mix for busy mornings. Decent quality for the price. I'm satisfied.,positive,0.6,low,budget_conscious,low,4
9,2.74,Channel Islands,"9 tubes of Moisturizing Hand Cream, $2.74 per tube","This hand cream is very effective, keeps my hands soft. The scent is pleasant and not too strong. Good value.",positive,0.8,low,budget_conscious,low,5
13,5.65,Portugal,"13 units of Stainless Steel Water Bottle, $5.65 each","These bottles are durable and keep drinks cold for hours. Excellent quality for the price, very happy.",positive,0.9,low,bulk_buyer,low,5
7,0.78,United Kingdom,"7 Fresh Red Apples, each priced at a low $0.78","Apples arrived fresh and crisp, perfect for snacking. Great healthy option at an unbeatable price. Really good.",positive,0.9,low,budget_conscious,low,5
9,0.0,Sweden,"9 pieces of Promotional Keychain, available at $0.00","Nice freebie with my order! Didn't cost anything, but the quality is surprisingly good. Thanks for the bonus!",positive,0.8,low,impulse_buyer,low,5
8,16.72,Portugal,"8 Smart Home LED Light Bulbs, priced at $16.72 each","These smart bulbs are fantastic! Easy to set up and integrate. A bit expensive, but worth it.",positive,0.7,low,premium,low,4
9,2.31,Germany,"9 packs of Whole Grain Pasta, each priced at $2.31","Good quality pasta, cooks well and tastes great. A staple in my pantry, and the price is very competitive.",positive,0.8,low,bulk_buyer,low,5
7,12.15,United Kingdom,"7 Portable USB Power Banks, priced at $12.15 per unit",These power banks are essential for travel. They charge devices quickly and hold good power. Excellent buy.,positive,0.9,low,premium,low,5
2,5.0,Bahrain,"2 pairs of Comfortable Athletic Socks, $5.00 per pair","Very comfortable socks, perfect for workouts or daily wear. They hold up well after multiple washes. Good value.",positive,0.8,low,budget_conscious,low,5
11,1.99,Netherlands,"11 rolls of Premium Kitchen Paper Towels, $1.99 each","Absorbent and strong paper towels, great for spills. Bulk purchase price is excellent. Always keep them stocked.",positive,0.9,low,bulk_buyer,low,5
1,2.91,Sweden,"Single unit of Reusable Shopping Bag, priced at $2.91",This bag is surprisingly sturdy and holds a lot. Eco-friendly and a good price for the quality. Very happy.,positive,0.8,low,budget_conscious,low,5
7,6.61,Belgium,"7 boxes of Assorted Herbal Teas, priced at $6.61 each","Lovely variety of herbal teas, perfect for relaxing evenings. Flavors are rich and soothing. Good value.",positive,0.8,low,budget_conscious,low,5
8,7.96,RSA,"8 packs of Wireless Earbuds, each priced at $7.96",These earbuds are surprisingly good for the price. Sound is decent and they connect easily. Great for daily use.,positive,0.7,low,budget_conscious,low,4
27,10.49,France,"Premium Organic Coffee Beans, 1lb bag","I bought 27 bags of these coffee beans for $10.49 each. The aroma is fantastic, and the taste is rich and smooth. Highly recommend!",positive,0.9,low,bulk_buyer,low,5
-1,6.39,Italy,"Ergonomic Gel Pen Set, Assorted Colors","There was an issue with my order; one pen was missing from the set priced at $6.39. Hopefully, customer service can resolve this soon.",negative,-0.7,high,return_prone,high,1
72,6.92,Austria,"Stainless Steel Water Bottle, 24oz capacity",I ordered 72 water bottles for an event at $6.92 each. They arrived quickly and are of excellent quality. Perfect for giveaways.,positive,0.8,low,bulk_buyer,low,5
10,3.82,Unspecified,"USB-C Charging Cable, 6ft braided design","These 10 USB-C cables, priced at $3.82 each, are durable and charge my devices fast. Great value for the money.",positive,0.7,low,budget_conscious,low,4
14,6.33,Greece,Ultra-Soft Microfiber Cleaning Cloths,Purchased 14 of these cleaning cloths for $6.33 each. They work wonders on all surfaces without leaving streaks.,positive,0.8,low,bulk_buyer,low,5
32,2.36,Netherlands,"Organic Green Tea Bags, 20-count box","I got 32 boxes of this green tea for $2.36 each. It's a delightful, calming brew. Excellent quality for the price.",positive,0.8,low,bulk_buyer,low,5
4,3.65,Sweden,"Heavy-Duty Adhesive Hooks, 4-pack","These 4 hooks, costing $3.65, are incredibly strong. They hold up well in the bathroom and kitchen. Very satisfied.",positive,0.9,low,budget_conscious,low,5
3,3.34,EIRE,"Scented Soy Candle, Lavender Breeze",The 3 candles I bought for $3.34 each smell amazing. They burn evenly and fill the room with a relaxing scent. Wonderful product.,positive,0.9,low,impulse_buyer,low,5
9,2.12,Malta,"Premium Cotton Hand Towels, 2-pack","I purchased 9 sets of these towels at $2.12 per set. They are soft, absorbent, and wash well. Great for daily use.",positive,0.8,low,budget_conscious,low,4
14,1.12,Australia,"Reusable Grocery Bags, foldable design","These 14 grocery bags, only $1.12 each, are so convenient and sturdy. I use them all the time for shopping. Highly recommended.",positive,0.9,low,budget_conscious,low,5
35,4.68,Switzerland,"Assorted Color Ballpoint Pens, 12-pack",I bought 35 packs of pens for $4.68 each. They write smoothly and are great for office use. Good variety of colors too.,positive,0.7,low,bulk_buyer,low,4
11,7.15,Portugal,Wireless Bluetooth Earbuds with case,"Got 11 pairs of these earbuds at $7.15 each. Sound quality is decent for the price, and they connect easily. Battery life is good.",neutral,0.5,medium,budget_conscious,medium,3
143,1.95,Switzerland,"Mini LED Flashlight, keychain attachable",Bought 143 mini flashlights for $1.95 each as party favors. They are surprisingly bright and durable for their size. Kids loved them.,positive,0.8,low,bulk_buyer,low,5
7,2.41,EIRE,"All-Purpose Household Cleaner, 32oz",I bought 7 bottles of this cleaner for $2.41 each. It cleans effectively and has a fresh scent. A staple in my cleaning supplies now.,positive,0.7,low,budget_conscious,low,4
11,2.68,Australia,Durable Pet Chew Toy for small dogs,"My dog loves these 11 chew toys, priced at $2.68 each. They've held up well to his vigorous chewing. Great for keeping him entertained!",positive,0.9,low,bulk_buyer,low,5
5,4.36,Sweden,"Gourmet Dark Chocolate Bar, 70% cocoa","These 5 dark chocolate bars, at $4.36 each, are absolutely delicious. A rich and satisfying treat. Perfect for an evening indulgence.",positive,0.9,low,premium,low,5
29,14.92,EIRE,Noise-Cancelling Over-Ear Headphones,"I purchased 29 of these headphones for $14.92 each. The sound quality is impressive, and the noise cancellation works well. Very comfortable.",positive,0.8,low,bulk_buyer,low,5
5,5.21,Denmark,"Non-Stick Baking Sheet, large size",I bought 5 baking sheets for $5.21 each. They are truly non-stick and easy to clean. Perfect for all my baking needs. Highly recommend!,positive,0.9,low,budget_conscious,low,5
124,3.1,Belgium,"Small Potted Succulent Plant, assorted",Ordered 124 succulent plants at $3.10 each for an event. They arrived in perfect condition and look great. Everyone loved them as gifts.,positive,0.9,low,bulk_buyer,low,5
11,2.93,United Kingdom,"Premium Art Sketchbook, 100 pages","These 11 sketchbooks, priced at $2.93 each, have high-quality paper. Perfect for artists of all levels. My kids use them constantly.",positive,0.8,low,budget_conscious,low,5
149,2.21,Malta,Bulk order of 149 units of economy pens,"Bought 149 pens for just $2.21 each. Excellent value for office supplies, highly recommend for bulk purchases!",positive,0.9,low,bulk_buyer,low,5
3,0.05,Netherlands,"Small pack of 3 mini candy bars, very cheap","Got 3 tiny candy bars for a mere $0.05 each. A sweet little treat, but very small portions.",neutral,0.1,low,budget_conscious,medium,3
39,2.87,EIRE,"39 premium organic tea bags, refreshing blend",These 39 tea bags at $2.87 each are a daily delight. The blend is truly refreshing and worth the price.,positive,0.8,low,premium,low,5
1,2.8,Unspecified,"Single unit of artisan soap bar, lavender scent","Just one bar of this lovely lavender soap for $2.80. It's quite good, but I wish the bar was larger.",neutral,0.3,low,premium,medium,3
4,10.46,Lithuania,"Set of 4 durable kitchen knives, stainless steel","The 4 kitchen knives, costing $10.46 each, are sharp and feel sturdy. A great addition to my kitchen.",positive,0.85,low,premium,low,5
3,5.65,Spain,"Pack of 3 gourmet chocolate bars, dark cocoa","These 3 gourmet chocolate bars, priced at $5.65 each, are incredibly rich. A real indulgence!",positive,0.9,low,premium,low,5
19,7.78,Greece,"19-pack of AA alkaline batteries, long-lasting",Bought 19 AA batteries for $7.78 each. They last a long time in my devices. Good value.,positive,0.7,low,bulk_buyer,low,4
25,1.25,Cyprus,"Bundle of 25 colorful craft papers, assorted designs",The 25 craft papers at $1.25 each are perfect for my projects. Bright colors and good quality paper.,positive,0.8,low,bulk_buyer,low,5
14,1.02,Netherlands,"14 units of adhesive tape rolls, clear, office use",Got 14 rolls of tape for $1.02 each. They stick well and are a good bulk purchase for the office.,positive,0.75,low,bulk_buyer,low,4
